SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE7206949,9916691133607636,Bacchus Marsh,sj001517,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201697,9916691043607636,"UPPER WERRIBEE GORGE, BACCHUS MARSH",sj001518,1917,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7208042,9916691153607636,"THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA",sj001519,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7203779,9916691173607636,"MAIN STREET, BACCHUS MARSH, VICTORIA",sj001520,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7204486,9916691183607636,"MAIN STREET, BACCHUS MARSH, VICTORIA",sj001521,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201880,9916691213607636,"MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",sj001522,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201121,9916691233607636,"PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA",sj001523,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201578,9916691253607636,"MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",sj001524,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201094,9916691283607636,"PANORAMA OF BACCHUS MARSH, VICTORIA",sj001525,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7202525,9916691303607636,"Post Office, Bacchus Marsh",sj001526,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7200828,9916691323607636,"A.N.A. Hall, Post Office, Baptist Church, Bacchus Marsh",sj001527,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7207091,9916691333607636,"Maddingly [i.e. Maddingley?] Park, Bacchus Marsh",sj001528,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7204302,9916692233607636,"Main Street, Bacchus Marsh",sj001529,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7202753,9916692253607636,"Entrance to Werribee Gorge, Bacchus Marsh",sj001530,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201079,9916692263607636,Maddingly [i.e. Maddingley] Park Bacchus Marsh,sj001531,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201640,9916692283607636,THE APPROACH TO BACCHUS MARSH,sj001532,1943,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7202510,9916692293607636,Pike's Reservoir,sj001533,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201037,9916692313607636,"[Church and parsonage, possibly at Egerton]",sj001534,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7200928,9916692323607636,The By-wash Pike's Reservoir,sj001535,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7202693,9916692343607636,"[Mt. Egerton, near Ballarat]",sj001536,1910,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE7201982,9916688693607636,"Wattle Beach, Werribee Gorge.",sj001554,1913,Shirley Jones collection of Victorian postcards. Werribee & Colac areas.
2,IE62366,9917526463607636,"Flinders Street, looking East",cg002882,1907/1913,"Town planning lecture material of scenes in Chicago, England and Melbourne."
2,IE45303,9917526363607636,Flinders Street West showing Market,cg002876,1907/1913,"Town planning lecture material of scenes in Chicago, England and Melbourne."
2,IE44553,9917526413607636,Central Railway Station (i.e. Flinders Street),cg002880,1907/1913,"Town planning lecture material of scenes in Chicago, England and Melbourne."
2,IE21703768,9937271573607636,"Port Melbourne, from King and Flinders Streets.",cc002747,1903,Victorian Patents Office Copyright Collection (VPOCC)
2,IE110445,9920682453607636,[Flinders Street Railway Station],fc000520,1920/1940,Victorian Railways collection of lantern slides.
2,IE142997,9939656743507636,Flinders Street Station,fc000428,1930/1950,Victorian Railways collection of lantern slides.
2,IE784151,9939659847607636,Flinders Street Station,fc000429,1930/1950,Victorian Railways collection of lantern slides.
2,IE166618,9920684363607636,[Flinders Street Railway Station],fc000555,1900/1920,Victorian Railways collection of lantern slides.
2,IE834326,9917577653607636,Suburban lines east of Flinders Street.,fc000359,1930/1950,Victorian Railways collection of lantern slides.
2,IE22750950,9933412353607636,"Flinders Street Railway Station (Swanston Street entrance), illuminated for Royal Visit.",gx000014,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22750955,9933412363607636,"Flinders Street Railway Station (Elizabeth Street entrance), illuminated for Royal Visit.",gx000015,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757095,9940840186007636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000042,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757100,9940840185807636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000043,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757105,9940840185707636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000044,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757110,9940840185607636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000045,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757115,9940840195507636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000046,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757120,9940840195307636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000047,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757125,9940840195007636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000048,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757130,9940840194707636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000049,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757135,9940840194407636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000050,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757140,9940840194107636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000051,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757145,9940840193907636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000052,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757150,9940840193707636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000053,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757155,9940840193507636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000054,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757160,9940840193307636,Queen Elizabeth and Prince Philip at Flinders Street Railway Station.,gx000056,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757180,9940840193107636,Queen Elizabeth at Flinders Street Railway Station at night.,gx000060,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE22757185,9940840192907636,Queen Elizabeth at Flinders Street Railway Station at night.,gx000061,1954,"Victorian Railways collection, 1954 Royal Tour."
2,IE1057914,9917424133607636,"[Flinders Street Railway Station, showing platform with lamp post and footbridge]",vr002876,1888,Victorian Railways collection.
2,IE22750995,9935322993607636,"Flinders Street Railway Station, Melbourne, 1910.",wp200059,1910,Small pictures collections.
2,IE1053148,9917434663607636,"[Flinders Street Viaduct, Melbourne]",vr002456,1947-06,Victorian Railways collection. P2538.
2,IE1051644,9939647712707636,Flinders Street Station.,vr001327,1945/1954,Victorian Railways collection. Scenic negatives
2,IE1069949,9917415303607636,[Flinders Street Station from South.],vr001707,1945/1954,Victorian Railways collection. Scenic negatives ; 3017.
2,IE1027984,9917393703607636,"[View looking south west including Flinders Street and beyond, Melbourne.]",vr000296,1945/1954,Victorian Railways collection. Scenic negatives ; 427.
2,IE1026560,9939666691607636,Flinders Street Station.,vr001329,1945/1954,Victorian Railways collection. Scenic negatives.
2,IE1042618,9939651546907636,Flinders Street Station.,vr001328,1945/1954,Victorian Railways collection. Scenic negatives.
2,IE1302258,9933395383607636,Panorama of Flinders Street Railway yards and surrounds.,is012676,1917,Victorian Railways photographs.
2,IE1458858,9924652893607636,"Opening morning A box Flinders Street, 17-9-1905",is009264,1905,Victorian Railways photographs.
2,IE20871961,9917179973607636,Flinders Street,b48106,1883,Victorian scenery.
2,IE1894520,9918414483607636,"Flinders Street Railway Station Tower decorated for the Centenary Celebrations of 1934, viewed from Elizabeth Street",pi007371,1934,Views of Melbourne and Sydney buildings and events
2,IE1162614,9917367993607636,[Flinders Street looking West showing the Banana Alley vaults and the Fish Market],cm000009,1907/1913,"Views of Melbourne, Daylesford, Woodend & unidentified country areas."
2,IE1372424,9916548743607636,[View through a window onto Flinders Street and the Pumping station],wp001433,1859,"Views of Melbourne, New South Wales, Yorkshire and St. Helena"
2,IE7394513,9912939933607636,Der weltberuhnte australische meister der entfesselung Murray,al001024,1935/1941,W. G. Alma conjuring collection. Posters
2,IE7395795,9912939773607636,"Triumphant American tour, George the supreme master of magic",al001022,1917/1923,W. G. Alma conjuring collection. Posters.
2,IE7397208,9912939823607636,"Triumphant American tour, George the supreme master of magic...",al001020,1917/1923,W. G. Alma conjuring collection. Posters.
2,IE7394007,9912939653607636,The Great Levante and his magical extravaganza,al001023,1924,W. G. Alma conjuring collection. Posters.
2,IE7393739,9912939893607636,"Triumphant American tour, George the supreme master of magic",al001021,1917/1923,W. G. Alma conjuring collection. Posters.
2,IE684062,9911803953607636,[Doc Rowe and Mystic Mora],mp017362,1916/1917,W.G. Alma conjuring collection. Postcards.
2,IE22154746,9911795473607636,"Raldo & Carlton, the world's foremost magicians",mp019208,1923,W.G. Alma conjuring collection. Postcards.
2,IE7394617,9920974893607636,The amazing Rooklyn internationally famous hypnotist,al000964,1940/1949,W.G. Alma conjuring collection. Posters.
2,IE7393844,9920974783607636,United Grand Lodge of Antient Free and Accepted Masons of Victoria (Australia),al000961,1936,W.G. Alma conjuring collection. Posters.
2,IE8760956,9939651824207636,33. Gerbe de vin jaillissant de l'eau,gk000079-001,1917/1923,W.G. Alma conjuring collection. Trade cards.
2,IE8761872,9939652019207636,16. Addresse et reflexes,gk000128-001,1927/1933,W.G. Alma conjuring collection. Trade cards.
2,IE7396506,9912243853607636,Abbott with the arrivals of 1923,al000000,1923,Will Alma conjuring collection. Posters ; 1.
2,IE7395776,9912245013607636,The Great Barrie sawing a beautiful woman in halves in full view of the audience.,al000009,1920/1930,Will Alma conjuring collection. Posters ; 10.
2,IE7394810,9912246533607636,The London Music Hall Shoreditch,al000104,1923,Will Alma conjuring collection. Posters ; 102
2,IE7398012,9912246543607636,Harry Leeds and Trixie Le Mar international comedy artists ... manipulative marvel Arthur Leon telepathic demonstrator,al000103,1920,Will Alma conjuring collection. Posters ; 103
2,IE7395870,9912246553607636,The Great Leonard magician and illusionist,al000098,1920/1930,Will Alma conjuring collection. Posters ; 104
2,IE7396188,9912246563607636,Out of the hat,al000102,1920/1930,Will Alma conjuring collection. Posters ; 105
2,IE7396885,9912246573607636,The Great Leonard magician and illusionist proudly presents ... the Anniversary Show,al000100,1930/1940,Will Alma conjuring collection. Posters ; 106
2,IE7395406,9912248743607636,The great LeRae and Coy.,al000105,1920/1930,Will Alma conjuring collection. Posters ; 107
2,IE7396598,9912248893607636,"Le Roy, Talma and Bosco",al000106,1905/1930,Will Alma conjuring collection. Posters ; 108
2,IE7395865,9912248913607636,Farm yard comes to town,al000107,1898/1900,Will Alma conjuring collection. Posters ; 109
2,IE7398024,9912245023607636,"A glorious harvest of fun Clyde Barry presents his fascinating company of entertainers The Treats in gems of musical comedy, pantomime and burlesque.",al000010,1911,Will Alma conjuring collection. Posters ; 11.
2,IE7395064,9912248923607636,The Great Levante magical revue Hows tricks,al000115,1930,Will Alma conjuring collection. Posters ; 110
2,IE7397065,9912248933607636,Levante the illusionist,al000116,1926,Will Alma conjuring collection. Posters ; 111
2,IE7396652,9912248943607636,Pavilion touring theatre the Levante Show,al000117,1950/1955,Will Alma conjuring collection. Posters ; 112
2,IE7393607,9912248993607636,The world-famed Australian illusionist the Great Levante,al000119,1936,Will Alma conjuring collection. Posters ; 114
2,IE7393590,9912249003607636,The Great Levante and his new magical extravaganza,al000121,1933/1940,Will Alma conjuring collection. Posters ; 115
2,IE7395180,9912249013607636,"Levante the famous Australian illusionist, and his magical extravaganza",al000122,1933/1940,Will Alma conjuring collection. Posters ; 116
2,IE7397986,9912249023607636,The Great Levante ... magical revue How's Tricks,al000120,1940/1950,Will Alma conjuring collection. Posters ; 117
2,IE7397293,9912249033607636,"[Hoyts De Luxe Marrickville ... China Choosie 4,500 can be won]",al000110,1920/1930,Will Alma conjuring collection. Posters ; 118
2,IE7397038,9912249043607636,The Great Lucifo the master kidologist magician & ventriloquist,al000111,1930/1940,Will Alma conjuring collection. Posters ; 119
2,IE7398033,9912245033607636,New South London Palace Grand Gala.,al000011,1934,Will Alma conjuring collection. Posters ; 12.
2,IE7396840,9912249053607636,At Saturday's matinee Mageta king of magicians in person - on the stage,al000112,1930/1940,Will Alma conjuring collection. Posters ; 120
2,IE7396471,9912249073607636,Mageta king of magicians,al000113,1930/1940,Will Alma conjuring collection. Posters ; 121
2,IE7395486,9912249103607636,Dr. Richard Rowe presents the Great White Mahatma Co.,al000126,1920,Will Alma conjuring collection. Posters ; 124
2,IE7394129,9912249113607636,The son of India Mahomet Kassim,al000114,1920/1930,Will Alma conjuring collection. Posters ; 125
2,IE7395991,9912249133607636,Magic Castle,al000108,1970/1980,Will Alma conjuring collection. Posters ; 126
2,IE7396268,9912249143607636,Marcelle Company,al000127,1920/1930,Will Alma conjuring collection. Posters ; 127
2,IE7396622,9912249153607636,Don G. Merle the master magician and his magical maids,al000130,1920/1930,Will Alma conjuring collection. Posters ; 128
2,IE7394835,9912249163607636,Don G. Merle king of entertainers ... entertainer of kings.,al000131,1920/1925,Will Alma conjuring collection. Posters ; 129
2,IE7396671,9912245043607636,Schweizer Bellachini,al000012,1920,Will Alma conjuring collection. Posters ; 13.
2,IE7396556,9912249173607636,[The king of magicians Don G. Merle],al000132,1920/1925,Will Alma conjuring collection. Posters ; 130
2,IE7397584,9912249183607636,Don G. Merle,al000135,1920,Will Alma conjuring collection. Posters ; 131
2,IE7397665,9912249193607636,[Merle],al000136,1920/1925,Will Alma conjuring collection. Posters ; 132
2,IE7397242,9912249203607636,The Empire Theatre. Don G. Merle,al000137,1923,Will Alma conjuring collection. Posters ; 133
2,IE7398053,9912249223607636,[Don G. Merle],al000133,1923,Will Alma conjuring collection. Posters ; 134
2,IE7396739,9912249243607636,Don G. Merle,al000134,1920/1925,Will Alma conjuring collection. Posters ; 135
2,IE7393995,9912249263607636,Don G. Merle the mystic,al000138,1910/1915,Will Alma conjuring collection. Posters ; 136
2,IE7396701,9912249273607636,Pictures and magic.,al000139,1920,Will Alma conjuring collection. Posters ; 137
2,IE7395365,9912249283607636,Frere Hall Karachi ... see Don. G. Merle the magician of magicians.,al000109,1915,Will Alma conjuring collection. Posters ; 138
2,IE7396047,9912249293607636,Merlin Britain's master of mystery,al000124,1939,Will Alma conjuring collection. Posters ; 139
2,IE7397524,9912249303607636,Dr. Rowe demonstrator of occultism presents Mora The Mystic,al000128,1921,Will Alma conjuring collection. Posters ; 140
2,IE7394928,9912249323607636,The Great Mahatma Company,al000129,1915/1925,Will Alma conjuring collection. Posters ; 141
2,IE7396115,9912249123607636,Edmund Morpheus unsurpassable hypnotist and mesmerist,al000192,1950/1960,Will Alma conjuring collection. Posters ; 142
2,IE7395476,9912249333607636,Personal visit to Chester of the famous Murray the Australian escapologist,al000150,1933,Will Alma conjuring collection. Posters ; 143
2,IE7395817,9912249343607636,International wonder show featuring Murray ...,al000140,1930/1940,Will Alma conjuring collection. Posters ; 144
2,IE7396767,9912249363607636,Personal visit of the world-famous Murray,al000142,1933,Will Alma conjuring collection. Posters ; 146.
2,IE7396965,9912249373607636,Murray the Australian escapologist in mysteries that have baffled the police of the world,al000143,1927,Will Alma conjuring collection. Posters ; 147
2,IE7397434,9912249383607636,Shepherds Bush Empire ... Murray the Australian escapologist,al000282,1926,Will Alma conjuring collection. Posters ; 148
2,IE7396159,9912249403607636,[First appearance in Leeds of the amazing Murray the escapologist],al000151,1926,Will Alma conjuring collection. Posters ; 149
2,IE7396008,9912245063607636,The Amazing Edgar Benyon assisted by Doris Southen and Co.,al000014,1930/1940,Will Alma conjuring collection. Posters ; 15.
2,IE7394608,9912249413607636,"Murray the Australian escapologist, in mysteries that have baffled the police of the world ...",al000145,1927,Will Alma conjuring collection. Posters ; 150
2,IE7396125,9912249473607636,Die Mysteriosen Catakomben,al000146,1880,Will Alma conjuring collection. Posters ; 151
2,IE7397324,9912249493607636,The great criminal problem seeing through a woman,al000182,1920/1930,Will Alma conjuring collection. Posters ; 152
2,IE7397084,9912249503607636,[Norwood hypnotist],al000152,1907,Will Alma conjuring collection. Posters ; 153
2,IE7397936,9912249513607636,The Incomparable Sloggetts Athena Pallas the delightful entertainer,al000258,1920/1930,Will Alma conjuring collection. Posters ; 154
2,IE7394411,9912249553607636,The Piddingtons open Empire Theatre February 1st.,al000147,1947/1952,Will Alma conjuring collection. Posters ; 157
2,IE7396610,9912249573607636,Cass Mahomet presents Ranee oriental wonder woman in miracles of India,al000158,1920/1930,Will Alma conjuring collection. Posters ; 159
2,IE7393971,9912245073607636,The Boys Easter visit.,al000015,1922,Will Alma conjuring collection. Posters ; 16
2,IE7394070,9912249593607636,Raymond the man of mystery and company.,al000179,1910/1920,Will Alma conjuring collection. Posters ; 160
2,IE7396946,9912250803607636,The Grand Bolton,al000180,1937,Will Alma conjuring collection. Posters ; 166
2,IE7395348,9912250823607636,English amusements presents Blue Velvet a magical musical revue starring the Amazing Mr. Rooklyn from London,al000178,1947,Will Alma conjuring collection. Posters ; 168
2,IE7395935,9912250843607636,On stage! Baffling! The Amazing Mr Rooklyn ... The eminent Van Loewe,al000181,1947,Will Alma conjuring collection. Posters ; 169
2,IE7394781,9912245083607636,Breton the world's emperor of magic.,al000018,1900/1910,Will Alma conjuring collection. Posters ; 17.
2,IE7395236,9912250853607636,"Collins's Music Hall, Islington Green ... Dr. Richard Rowe demonstrator of occultism and Mystic Mora clairvoyant and crystal gazer.",al000160,1921,Will Alma conjuring collection. Posters ; 170
2,IE7396878,9912250873607636,Willesden Hippodrome ... Dr. Richard Rowe demonstrator of occultism and Mystic Mora clairvoyante and crystal gazer,al000159,1921,Will Alma conjuring collection. Posters ; 171
2,IE7393797,9912250893607636,Return engagement of Dr. Richard Rowe & Mystic Mora how gamblers win,al000157,1916/1921,Will Alma conjuring collection. Posters ; 172
2,IE7397186,9912250923607636,Eugene Scarlet hypnotism productions master entertainers present magic-mirth-music,al000156,1950/1955,Will Alma conjuring collection. Posters ; 173
2,IE7396244,9912250933607636,The royal entertainers headed by the famous Maori comedian Tom Te Puni ... starring engagement of Selwyn the mystery man.,al000186,1928,Will Alma conjuring collection. Posters ; 174
2,IE7394056,9912250953607636,Hull Palace ... Horace Sierak presents the Phantom Lady,al000170,1933,Will Alma conjuring collection. Posters ; 175.
2,IE7394443,9912250963607636,The wonderful Sils Family in a programme brimful of sensational acts!,al000183,1910/1920,Will Alma conjuring collection. Posters ; 177.
2,IE7395464,9912250973607636,The incomparable Sloggetts big comedy stage show.,al000191,1920/1930,Will Alma conjuring collection. Posters ; 178.
2,IE7394769,9912250983607636,Decapitation,al000149,1930/1940,Will Alma conjuring collection. Posters ; 179.
2,IE7397645,9912245093607636,The marvellous Breton world's emperor of magic.,al000017,1890/1900,Will Alma conjuring collection. Posters ; 18.
2,IE7393639,9912250993607636,"Everything new - except the name, The Incomparable Sloggetts sensational comedy stage show",al000190,1920/1930,Will Alma conjuring collection. Posters ; 180.
2,IE7394846,9912251003607636,The Incomparable Sloggetts mystic comedy show.,al000259,1920/1930,Will Alma conjuring collection. Posters ; 181.
2,IE7394580,9912251033607636,"Everything new - except the name, The Incomparable Sloggetts sensational comedy stage show",al000252,1920/1930,Will Alma conjuring collection. Posters ; 183.
2,IE7396249,9912251043607636,The incomparable Sloggetts wonder show,al000188,1925/1935,Will Alma conjuring collection. Posters ; 184.
2,IE7394215,9912251053607636,The Incomparable Sloggetts present Veletta,al000193,1920/1930,Will Alma conjuring collection. Posters ; 185.
2,IE7396820,9912251103607636,The premier novelty entertainers ... headed by the Great Stampini,al000168,1912,Will Alma conjuring collection. Posters ; 189.
2,IE7393807,9912245123607636,Breton's great milk can escape.,al000051,1890/1900,Will Alma conjuring collection. Posters ; 19.
2,IE7396835,9912251123607636,"Suee Seen with Chung Ling Soo, Chinese conjurer",al000163,1905/1918,Will Alma conjuring collection. Posters ; 191.
2,IE7397337,9912251133607636,Sun Moon Lee and his troupe of oriental stars,al000167,1910/1920,Will Alma conjuring collection. Posters ; 192.
2,IE7395725,9912251163607636,"Thurston master magician, all out of a hat",al000185,1975/1985,Will Alma conjuring collection. Posters ; 195.
2,IE7397867,9912251173607636,"Thurston, world's famous magician",al000199,1980/1990,Will Alma conjuring collection. Posters ; 196.
2,IE7398121,9912251183607636,[Uncle Hermie at the Ozone theatre.],al000203,1930/1940,Will Alma conjuring collection. Posters ; 197.
2,IE7393783,9912245133607636,"Bretto Royal Entertainers Stirling Institute Tuesday, Dec. 27.",al000016,1906/1914,Will Alma conjuring collection. Posters ; 20.
2,IE7398093,9912251393607636,Victor the Great Vaudeville Co.,al000195,1930/1940,Will Alma conjuring collection. Posters ; 201.
2,IE7397831,9912251423607636,Entertainments for children arranged by James Wallace,al000202,1920/1930,Will Alma conjuring collection. Posters ; 204.
2,IE7393694,9912251433607636,Wallace's Entertainments,al000201,1930/1940,Will Alma conjuring collection. Posters ; 205.
2,IE7395525,9912251443607636,Wing Fan Sun,al000169,1920/1930,Will Alma conjuring collection. Posters ; 206.
2,IE7395605,9912251453607636,The Great Weyer,al000198,1915,Will Alma conjuring collection. Posters ; 207.
2,IE7397948,9912251463607636,Keep your eye on Willane,al000161,1945/1955,Will Alma conjuring collection. Posters ; 208.
2,IE7396825,9912251473607636,Don Williams ... Vaudeville and Revue Show with dance to follow.,al000200,1915/1925,Will Alma conjuring collection. Posters ; 209.
2,IE7397536,9912245143607636,Mr. Arthur Buckley the man who knows at the Ideal Homes Exhibition today and tomorrow.,al000024,1926,Will Alma conjuring collection. Posters ; 21.
2,IE7396017,9912251483607636,[The famous Zancigs at the London Hippodrome],al000197,1924,Will Alma conjuring collection. Posters ; 211.
2,IE7396406,9912251493607636,"Alexander, crystal-seer, knows sees tells all",al000204,1980/1990,Will Alma conjuring collection. Posters ; 214.
2,IE7396443,9912251503607636,"Alexander, crystal-seer, world's greatest master of mental mystics",al000205,1980/1990,Will Alma conjuring collection. Posters ; 215.
2,IE7396584,9912251513607636,On the stage the amazing Alma,al000206,1910/1925,Will Alma conjuring collection. Posters ; 216.
2,IE7397747,9912251563607636,"The Great Barrie, originator, sawing a beautiful woman in halves...",al000209,1911,Will Alma conjuring collection. Posters ; 219.
2,IE7395559,9912245153607636,Buckley the man who knows.,al000025,1920/1930,Will Alma conjuring collection. Posters ; 22.
2,IE7394718,9912251573607636,The spook show,al000210,1940/1950,Will Alma conjuring collection. Posters ; 220.
2,IE7397929,9912251583607636,"The Great Benyon show, a bombardment of bewilderment",al000211,1940/1950,Will Alma conjuring collection. Posters ; 221.
2,IE7397471,9912251593607636,"The Great Benyon show, a magical revue and novelty fantasy",al000212,1940/1950,Will Alma conjuring collection. Posters ; 222.
2,IE7396452,9912251613607636,The Golden Jubilee show of the Incomparable Benyon and his globe-trotting entertainers,al000213,1940/1950,Will Alma conjuring collection. Posters ; 223.
2,IE7397420,9912251913607636,Orpheum Vaudeville,al000221,1921,Will Alma conjuring collection. Posters ; 230.
2,IE7393651,9912251923607636,The Red Company,al000222,1921,Will Alma conjuring collection. Posters ; 231.
2,IE7397894,9912251933607636,The Red Company,al000223,1910/1920,Will Alma conjuring collection. Posters ; 232.
2,IE7398074,9912252013607636,"Ferry, the human frog",al000257,1986,Will Alma conjuring collection. Posters ; 238.
2,IE7395773,9912252023607636,"Fred Foley with his colossal entertainment of magic, ventriloquism, cartoons, hand shadows",al000229,1914,Will Alma conjuring collection. Posters ; 239.
2,IE7394859,9912245323607636,The most amazing woman in the world ... Cilli Wang pantomimist extraordinary,al000035,1920/1930,Will Alma conjuring collection. Posters ; 24.
2,IE7396020,9912245173607636,Delphic Pictures ... The Theatrephone ... Carlbert the Mystic,al000019,1911,Will Alma conjuring collection. Posters ; 24.
2,IE7395674,9912252033607636,"The Great Fontaine and company in music, comedy and magic.",al000234,1930/1940,Will Alma conjuring collection. Posters ; 240.
2,IE7395739,9912252053607636,John Fuller's Myriorama Co.,al000230,1986,Will Alma conjuring collection. Posters ; 241.
2,IE7394283,9912252133607636,The Karnak Entertainers,al000250,1900/1920,Will Alma conjuring collection. Posters ; 246.
2,IE7398135,9912252153607636,"Kellar, levitation.",al000249,1980/1990,Will Alma conjuring collection. Posters ; 247.
2,IE7397481,9912252163607636,Jubilee Bellringers,al000248,1910/1920,Will Alma conjuring collection. Posters ; 248.
2,IE7395078,9912252183607636,"Lennon, Hyman and Lennon",al000247,1986,Will Alma conjuring collection. Posters ; 249.
2,IE7396854,9912245183607636,Express tour of the world ... Chas J. Carter the world's inimitable magician ... with the famous Miss Abigail Price.,al000021,1907/1920,Will Alma conjuring collection. Posters ; 25.
2,IE7395908,9912252193607636,"Le Roy, Talma, Bosco",al000246,1980/1990,Will Alma conjuring collection. Posters ; 250.
2,IE7395834,9912252213607636,Levante the famous Australian illusionist,al000245,1920/1930,Will Alma conjuring collection. Posters ; 251.
2,IE7394247,9912252233607636,"The Great McEwen, Scottish entertainer",al000242,1986,Will Alma conjuring collection. Posters ; 253.
2,IE7397276,9912252253607636,Omdah the Mystic,al000253,1910/1920,Will Alma conjuring collection. Posters ; 255.
2,IE7393829,9912252273607636,The Otago Magic Circle presents Magic Mardi-Gras,al000241,1950/1960,Will Alma conjuring collection. Posters ; 256.
2,IE7396977,9912245193607636,The Great Cavallini,al000022,1947,Will Alma conjuring collection. Posters ; 26.
2,IE8752313,9912252333607636,P. T. Selbit's mighty cheese,al000299-001,1980,Will Alma conjuring collection. Posters ; 261.
2,IE8752285,9912252433607636,"Thurston the famous magician, East Indian rope-trick",al000301-001,1983,Will Alma conjuring collection. Posters ; 269.
2,IE7397972,9912245213607636,Cervante Magician-Hypnotist mind reading magic.,al000029,1950/1960,Will Alma conjuring collection. Posters ; 27.
2,IE7395095,9912252463607636,"Victor the Great in his act, A Night in Wonderland.",al000254,1900/1910,Will Alma conjuring collection. Posters ; 271.
2,IE7394189,9912252503607636,"Von Arx, world's premier illusionist and all-American company",al000295,1980/1990,Will Alma conjuring collection. Posters ; 274.
2,IE7396423,9912245223607636,Chandos American Novelty Company headed by Chandos the Great.,al000027,1900/1920,Will Alma conjuring collection. Posters ; 28.
2,IE7393675,9912252593607636,Bertram Mills circus and menagerie,al000286,1930/1940,Will Alma conjuring collection. Posters ; 282.
2,IE7395448,9912252603607636,"Carter the Great, the world's weird, wonderful wizard",al000289,1928,Will Alma conjuring collection. Posters ; 283.
2,IE7398151,9912252763607636,"The Great Benyon, master of a million mysteries, Bam-Boo-Zalem",al000270,1950,Will Alma conjuring collection. Posters ; 288.
2,IE7397052,9912245233607636,The Great Chandu India's famous illusionist.,al000028,1920/1930,Will Alma conjuring collection. Posters ; 29.
