IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE1134695,9939663837907636,"Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",1953,"Album of photographs depicting 19th century buildings in Melbourne, Vic.","[[95, 89, 80], [121, 113, 103], [151, 142, 129], [189, 181, 170], [223, 216, 204]]","[95, 89, 80]","[121, 113, 103]","[151, 142, 129]","[189, 181, 170]","[223, 216, 204]","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",9918014773607636.0,"['Span[3:5]: ""Market Street"" → FAC (0.7423)', 'Span[9:11]: ""Flinders Street"" → FAC (0.7711)', 'Span[12:13]: ""Melbourne"" → GPE (0.9894)', 'Span[20:22]: ""Market Street"" → FAC (0.6988)', 'Span[26:28]: ""Flinders Street"" → FAC (0.7555)', 'Span[29:30]: ""Melbourne"" → GPE (0.9811)', 'Span[37:39]: ""Market Street"" → FAC (0.7420)', 'Span[43:45]: ""Flinders Street"" → FAC (0.7138)', 'Span[46:47]: ""Melbourne"" → GPE (0.9425)']","Sentence[54]: ""['Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', '9918014773607636']"" → [""['""/``, ""Buildings""/NNS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""9918014773607636""/CD, ""']""/'']"
IE1139433,9939661442107636,"Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",1953,"Album of photographs depicting 19th century buildings in Melbourne, Vic.","[[72, 72, 67], [110, 106, 100], [149, 142, 133], [200, 195, 190], [222, 216, 212]]","[72, 72, 67]","[110, 106, 100]","[149, 142, 133]","[200, 195, 190]","[222, 216, 212]","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",9918014773607636.0,"['Span[3:5]: ""Market Street"" → FAC (0.7423)', 'Span[9:11]: ""Flinders Street"" → FAC (0.7711)', 'Span[12:13]: ""Melbourne"" → GPE (0.9894)', 'Span[20:22]: ""Market Street"" → FAC (0.6988)', 'Span[26:28]: ""Flinders Street"" → FAC (0.7555)', 'Span[29:30]: ""Melbourne"" → GPE (0.9811)', 'Span[37:39]: ""Market Street"" → FAC (0.7420)', 'Span[43:45]: ""Flinders Street"" → FAC (0.7138)', 'Span[46:47]: ""Melbourne"" → GPE (0.9425)']","Sentence[54]: ""['Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', '9918014773607636']"" → [""['""/``, ""Buildings""/NNS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""9918014773607636""/CD, ""']""/'']"
IE1151674,9939657059607636,"Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",1953,"Album of photographs depicting 19th century buildings in Melbourne, Vic.","[[75, 74, 71], [113, 108, 106], [146, 139, 133], [194, 189, 188], [211, 206, 206]]","[75, 74, 71]","[113, 108, 106]","[146, 139, 133]","[194, 189, 188]","[211, 206, 206]","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",9918014773607636.0,"['Span[3:5]: ""Market Street"" → FAC (0.7423)', 'Span[9:11]: ""Flinders Street"" → FAC (0.7711)', 'Span[12:13]: ""Melbourne"" → GPE (0.9894)', 'Span[20:22]: ""Market Street"" → FAC (0.6988)', 'Span[26:28]: ""Flinders Street"" → FAC (0.7555)', 'Span[29:30]: ""Melbourne"" → GPE (0.9811)', 'Span[37:39]: ""Market Street"" → FAC (0.7420)', 'Span[43:45]: ""Flinders Street"" → FAC (0.7138)', 'Span[46:47]: ""Melbourne"" → GPE (0.9425)']","Sentence[54]: ""['Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', '9918014773607636']"" → [""['""/``, ""Buildings""/NNS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""9918014773607636""/CD, ""']""/'']"
IE1152070,9939647610607636,"Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",1953,"Album of photographs depicting 19th century buildings in Melbourne, Vic.","[[88, 89, 84], [131, 128, 119], [164, 161, 156], [191, 188, 185], [225, 222, 222]]","[88, 89, 84]","[131, 128, 119]","[164, 161, 156]","[191, 188, 185]","[225, 222, 222]","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.","Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.",9918014773607636.0,"['Span[3:5]: ""Market Street"" → FAC (0.7423)', 'Span[9:11]: ""Flinders Street"" → FAC (0.7711)', 'Span[12:13]: ""Melbourne"" → GPE (0.9894)', 'Span[20:22]: ""Market Street"" → FAC (0.6988)', 'Span[26:28]: ""Flinders Street"" → FAC (0.7555)', 'Span[29:30]: ""Melbourne"" → GPE (0.9811)', 'Span[37:39]: ""Market Street"" → FAC (0.7420)', 'Span[43:45]: ""Flinders Street"" → FAC (0.7138)', 'Span[46:47]: ""Melbourne"" → GPE (0.9425)']","Sentence[54]: ""['Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', 'Buildings in Market Street, near corner of Flinders Street, Melbourne, Vic.', '9918014773607636']"" → [""['""/``, ""Buildings""/NNS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Buildings""/NNPS, ""in""/IN, ""Market""/NNP, ""Street""/NNP, "",""/,, ""near""/IN, ""corner""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""9918014773607636""/CD, ""']""/'']"
IE1889944,9924661613607636,"Railway Arch, Flinders Street, [Melbourne, Vic.]",1901,Album of photographs documenting the decorations and illuminations in honour of the Duke and Duchess of York's visit to Melbourne,"[[78, 73, 70], [105, 100, 94], [141, 136, 125], [185, 176, 152], [208, 202, 178]]","[78, 73, 70]","[105, 100, 94]","[141, 136, 125]","[185, 176, 152]","[208, 202, 178]","Railway Arch, Flinders Street, [Melbourne, Vic.]","Railway Arch, Flinders Street, [Melbourne, Vic.]",Shows arch illuminated at night.,,"['Span[1:3]: ""Railway Arch"" → ORG (0.5659)', 'Span[4:6]: ""Flinders Street"" → FAC (0.7516)', 'Span[8:9]: ""Melbourne"" → GPE (0.9910)', 'Span[10:11]: ""Vic."" → GPE (0.9380)', 'Span[14:16]: ""Railway Arch"" → ORG (0.4503)', 'Span[17:19]: ""Flinders Street"" → FAC (0.7037)', 'Span[21:22]: ""Melbourne"" → GPE (0.9933)', 'Span[23:24]: ""Vic."" → GPE (0.7500)']","Sentence[39]: ""['Railway Arch, Flinders Street, [Melbourne, Vic.]', 'Railway Arch, Flinders Street, [Melbourne, Vic.]', 'Shows arch illuminated at night.', 'n/a']"" → [""['""/``, ""Railway""/NNP, ""Arch""/NNP, "",""/,, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""[""/-LRB-, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""]'""/'', "",""/,, ""'""/'', ""Railway""/NNP, ""Arch""/NNP, "",""/,, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""[""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""]'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""arch""/NN, ""illuminated""/VBD, ""at""/IN, ""night.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/DT, ""']""/'']"
IE1524103,9925774613607636,Looking west along Flinders Street towards Flinders Street Station.,1922/1929,Album of photographs recording travels around Victoria,"[[72, 67, 50], [115, 102, 75], [153, 138, 100], [188, 172, 130], [221, 212, 179]]","[72, 67, 50]","[115, 102, 75]","[153, 138, 100]","[188, 172, 130]","[221, 212, 179]",Looking west along Flinders Street towards Flinders Street Station.,Looking west along Flinders Street towards Flinders Street Station.,Shows Flinders Street Station with Princes Bridge Station (since demolished) on eastern side of street.,,"['Span[4:6]: ""Flinders Street"" → FAC (0.7881)', 'Span[7:9]: ""Flinders Street"" → FAC (0.4648)', 'Span[16:18]: ""Flinders Street"" → FAC (0.7161)', 'Span[19:21]: ""Flinders Street"" → FAC (0.6198)', 'Span[26:29]: ""Flinders Street Station"" → FAC (0.6380)', 'Span[30:33]: ""Princes Bridge Station"" → FAC (0.8565)']","Sentence[49]: ""['Looking west along Flinders Street towards Flinders Street Station.', 'Looking west along Flinders Street towards Flinders Street Station.', 'Shows Flinders Street Station with Princes Bridge Station (since demolished) on eastern side of street.', 'n/a']"" → [""['""/``, ""Looking""/VBG, ""west""/RB, ""along""/IN, ""Flinders""/NNP, ""Street""/NNP, ""towards""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Looking""/VBG, ""west""/RB, ""along""/IN, ""Flinders""/NNP, ""Street""/NNP, ""towards""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""with""/IN, ""Princes""/NNPS, ""Bridge""/NNP, ""Station""/NNP, ""(""/:, ""since""/IN, ""demolished""/VBN, "")""/-RRB-, ""on""/IN, ""eastern""/JJ, ""side""/NN, ""of""/IN, ""street.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE666620,9916585643607636,"FLINDERS STREET STATION, MELBOURNE.",1927/1933,"Album of views of Victoria and Mount Gambier, South Australia.","[[27, 21, 13], [74, 67, 52], [124, 118, 97], [181, 175, 153], [238, 232, 211]]","[27, 21, 13]","[74, 67, 52]","[124, 118, 97]","[181, 175, 153]","[238, 232, 211]","FLINDERS STREET STATION, MELBOURNE.","FLINDERS STREET STATION, MELBOURNE.",Could not find,,"['Span[1:4]: ""FLINDERS STREET STATION"" → FAC (0.6040)', 'Span[5:6]: ""MELBOURNE."" → GPE (0.9998)', 'Span[13:14]: ""MELBOURNE."" → GPE (0.9602)']","Sentence[27]: ""['FLINDERS STREET STATION, MELBOURNE.', 'FLINDERS STREET STATION, MELBOURNE.', 'Could not find', 'n/a']"" → [""['""/``, ""FLINDERS""/NNP, ""STREET""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE.""/NNP, ""'""/'', "",""/,, ""'""/'', ""FLINDERS""/NNP, ""STREET""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/,, ""a""/DT, ""']""/'']"
IE177209,9939648863707636,"Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne",1937/1943,Argus newspaper collection of war photographs.,"[[25, 25, 25], [57, 57, 57], [119, 119, 119], [176, 176, 176], [232, 232, 232]]","[25, 25, 25]","[57, 57, 57]","[119, 119, 119]","[176, 176, 176]","[232, 232, 232]","Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne","Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne","Stamped/inscribed on verso. Shows two men walking into and out of the wooden doors, railway yards over the road in distance.",9917284693607636.0,"['Span[8:9]: ""R.A.A.F."" → ORG (0.8954)', 'Span[12:14]: ""Flinders Street"" → FAC (0.7804)', 'Span[15:16]: ""Melbourne"" → GPE (0.9964)', 'Span[26:27]: ""R.A.A.F."" → ORG (0.9530)', 'Span[30:32]: ""Flinders Street"" → FAC (0.5850)', 'Span[33:34]: ""Melbourne"" → GPE (0.9929)']","Sentence[67]: ""['Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne', 'Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne', 'Stamped/inscribed on verso. Shows two men walking into and out of the wooden doors, railway yards over the road in distance.', '9917284693607636']"" → [""['""/``, ""Applicants""/NNS, ""for""/IN, ""enlistment""/NN, ""arriving""/VBG, ""and""/CC, ""leaving""/VBG, ""the""/DT, ""R.A.A.F.""/NNP, ""recruiting""/NN, ""depot""/NN, ""in""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Applicants""/NNS, ""for""/IN, ""enlistment""/NN, ""arriving""/VBG, ""and""/CC, ""leaving""/VBG, ""the""/DT, ""R.A.A.F.""/NNP, ""recruiting""/NN, ""depot""/NN, ""in""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Stamped""/VBN, ""/""/,, ""inscribed""/VBN, ""on""/IN, ""verso""/NN, "".""/,, ""Shows""/VBZ, ""two""/CD, ""men""/NNS, ""walking""/VBG, ""into""/IN, ""and""/CC, ""out""/IN, ""of""/IN, ""the""/DT, ""wooden""/JJ, ""doors""/NNS, "",""/,, ""railway""/NN, ""yards""/NNS, ""over""/IN, ""the""/DT, ""road""/NN, ""in""/IN, ""distance.""/NN, ""'""/'', "",""/,, ""'""/'', ""9917284693607636""/CD, ""']""/'']"
IE639132,9939651955307636,Australian sailors march up Swanston Street near Flinders Street corner,1946/1949,Argus newspaper collection of war photographs. Post World War II.,"[[49, 46, 42], [83, 82, 79], [121, 121, 119], [161, 161, 160], [205, 204, 203]]","[49, 46, 42]","[83, 82, 79]","[121, 121, 119]","[161, 161, 160]","[205, 204, 203]",Australian sailors march up Swanston Street near Flinders Street corner,Australian sailors march up Swanston Street near Flinders Street corner,Australian sailors march up Swanston Street near Flinders Street corner.,9917365813607636.0,"['Span[1:2]: ""Australian"" → NORP (0.9942)', 'Span[5:7]: ""Swanston Street"" → FAC (0.9336)', 'Span[8:10]: ""Flinders Street"" → FAC (0.7986)', 'Span[14:15]: ""Australian"" → NORP (0.9996)', 'Span[18:20]: ""Swanston Street"" → FAC (0.9527)', 'Span[21:23]: ""Flinders Street"" → FAC (0.7622)', 'Span[27:28]: ""Australian"" → NORP (0.9996)', 'Span[31:33]: ""Swanston Street"" → FAC (0.9883)', 'Span[34:36]: ""Flinders Street"" → FAC (0.8236)']","Sentence[42]: ""['Australian sailors march up Swanston Street near Flinders Street corner', 'Australian sailors march up Swanston Street near Flinders Street corner', 'Australian sailors march up Swanston Street near Flinders Street corner.', '9917365813607636']"" → [""['""/``, ""Australian""/JJ, ""sailors""/NNS, ""march""/VBP, ""up""/IN, ""Swanston""/NNP, ""Street""/NNP, ""near""/IN, ""Flinders""/NNP, ""Street""/NNP, ""corner""/NN, ""'""/'', "",""/,, ""'""/'', ""Australian""/JJ, ""sailors""/NNS, ""march""/VBP, ""up""/IN, ""Swanston""/NNP, ""Street""/NNP, ""near""/IN, ""Flinders""/NNP, ""Street""/NNP, ""corner""/NN, ""'""/'', "",""/,, ""'""/'', ""Australian""/JJ, ""sailors""/NNS, ""march""/VBP, ""up""/IN, ""Swanston""/NNP, ""Street""/NNP, ""near""/IN, ""Flinders""/NNP, ""Street""/NNP, ""corner.""/NN, ""'""/'', "",""/,, ""'""/'', ""9917365813607636""/CD, ""']""/'']"
IE702258,9939647938607636,"Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne",1937/1943,Argus newspaper collection of war photographs. World War II.,"[[37, 37, 37], [67, 67, 67], [102, 102, 102], [149, 149, 149], [221, 221, 221]]","[37, 37, 37]","[67, 67, 67]","[102, 102, 102]","[149, 149, 149]","[221, 221, 221]","Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne","Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne","Stamped/inscribed on verso. Shows two men walking into and out of the wooden doors, railway yards over the road in distance.",9917284693607636.0,"['Span[8:9]: ""R.A.A.F."" → ORG (0.8954)', 'Span[12:14]: ""Flinders Street"" → FAC (0.7804)', 'Span[15:16]: ""Melbourne"" → GPE (0.9964)', 'Span[26:27]: ""R.A.A.F."" → ORG (0.9530)', 'Span[30:32]: ""Flinders Street"" → FAC (0.5850)', 'Span[33:34]: ""Melbourne"" → GPE (0.9929)']","Sentence[67]: ""['Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne', 'Applicants for enlistment arriving and leaving the R.A.A.F. recruiting depot in Flinders Street, Melbourne', 'Stamped/inscribed on verso. Shows two men walking into and out of the wooden doors, railway yards over the road in distance.', '9917284693607636']"" → [""['""/``, ""Applicants""/NNS, ""for""/IN, ""enlistment""/NN, ""arriving""/VBG, ""and""/CC, ""leaving""/VBG, ""the""/DT, ""R.A.A.F.""/NNP, ""recruiting""/NN, ""depot""/NN, ""in""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Applicants""/NNS, ""for""/IN, ""enlistment""/NN, ""arriving""/VBG, ""and""/CC, ""leaving""/VBG, ""the""/DT, ""R.A.A.F.""/NNP, ""recruiting""/NN, ""depot""/NN, ""in""/IN, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Stamped""/VBN, ""/""/,, ""inscribed""/VBN, ""on""/IN, ""verso""/NN, "".""/,, ""Shows""/VBZ, ""two""/CD, ""men""/NNS, ""walking""/VBG, ""into""/IN, ""and""/CC, ""out""/IN, ""of""/IN, ""the""/DT, ""wooden""/JJ, ""doors""/NNS, "",""/,, ""railway""/NN, ""yards""/NNS, ""over""/IN, ""the""/DT, ""road""/NN, ""in""/IN, ""distance.""/NN, ""'""/'', "",""/,, ""'""/'', ""9917284693607636""/CD, ""']""/'']"
IE698580,9917281923607636,Hoisting the flags of all nations on buildings in Flinders Street.,1942/1948,Argus newspaper collection of war photographs. World War II.,"[[35, 35, 35], [81, 81, 81], [119, 119, 119], [175, 175, 175], [238, 238, 238]]","[35, 35, 35]","[81, 81, 81]","[119, 119, 119]","[175, 175, 175]","[238, 238, 238]",Hoisting the flags of all nations on buildings in Flinders Street.,Hoisting the flags of all nations on buildings in Flinders Street.,Shows men hoisting a string of flags after the general armistice.,,"['Span[10:12]: ""Flinders Street."" → FAC (0.6192)', 'Span[24:26]: ""Flinders Street."" → FAC (0.6896)']","Sentence[47]: ""['Hoisting the flags of all nations on buildings in Flinders Street.', 'Hoisting the flags of all nations on buildings in Flinders Street.', 'Shows men hoisting a string of flags after the general armistice.', 'n/a']"" → [""['""/``, ""Hoisting""/VBG, ""the""/DT, ""flags""/NNS, ""of""/IN, ""all""/DT, ""nations""/NNS, ""on""/IN, ""buildings""/NNS, ""in""/IN, ""Flinders""/NNP, ""Street.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Hoisting""/VBG, ""the""/DT, ""flags""/NNS, ""of""/IN, ""all""/DT, ""nations""/NNS, ""on""/IN, ""buildings""/NNS, ""in""/IN, ""Flinders""/NNP, ""Street.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""men""/NNS, ""hoisting""/VBG, ""a""/DT, ""string""/NN, ""of""/IN, ""flags""/NNS, ""after""/IN, ""the""/DT, ""general""/JJ, ""armistice.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/NFP, ""/""/,, ""a""/DT, ""']""/'']"
IE1374199,9917319053607636,"ELECTRIC RAILWAY TRACKS, FLINDERS STREET STATION, MELBOURNE. VIC.",1950,Murray views ; no. 40.,"[[48, 48, 48], [81, 81, 81], [116, 116, 116], [165, 165, 165], [226, 226, 226]]","[48, 48, 48]","[81, 81, 81]","[116, 116, 116]","[165, 165, 165]","[226, 226, 226]","ELECTRIC RAILWAY TRACKS, FLINDERS STREET STATION, MELBOURNE. VIC.","ELECTRIC RAILWAY TRACKS, FLINDERS STREET STATION, MELBOURNE. VIC.","Bird's-eye view of the railyards at Flinders Street Railway Station, Melbourne.",,"['Span[5:8]: ""FLINDERS STREET STATION"" → FAC (0.7046)', 'Span[9:10]: ""MELBOURNE"" → GPE (1.0000)', 'Span[8:11]: ""FLINDERS STREET STATION"" → FAC (0.6792)', 'Span[12:13]: ""MELBOURNE"" → GPE (1.0000)', 'Span[10:14]: ""Flinders Street Railway Station"" → FAC (0.7229)', 'Span[15:16]: ""Melbourne."" → GPE (0.9972)']","Sentence[48]: ""['ELECTRIC RAILWAY TRACKS, FLINDERS STREET STATION, MELBOURNE. VIC.', 'ELECTRIC RAILWAY TRACKS, FLINDERS STREET STATION, MELBOURNE. VIC.', ""Bird's-eye view of the railyards at Flinders Street Railway Station, Melbourne."", 'n/a']"" → [""['""/'', ""ELECTRIC""/NNP, ""RAILWAY""/NNP, ""TRACKS""/NNPS, "",""/,, ""FLINDERS""/NNP, ""STREET""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "".""/., ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""ELECTRIC""/NNP, ""RAILWAY""/NNP, ""TRACKS""/NNP, "",""/,, ""FLINDERS""/NNP, ""STREET""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "".""/., ""VIC.""/NNP, ""'""/'', "",""/,, """"""/``, ""Bird's-eye""/JJ, ""view""/NN, ""of""/IN, ""the""/DT, ""railyards""/NNS, ""at""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne.""/NNP, """"""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/DT, ""']""/'']"
